sample_idx,time_ms,raw,delta_raw,zero_raw
1,429366,247336,4748,242588
2,429419,247331,4743,242588
3,429508,247319,4731,242588
4,429598,247260,4672,242588
5,429688,247296,4708,242588
6,429777,247282,4694,242588
7,429867,247239,4651,242588
8,429956,247234,4646,242588
9,430046,247202,4614,242588
10,430136,247157,4569,242588
11,430225,247152,4564,242588
12,430315,247189,4601,242588
13,430405,247203,4615,242588
14,430494,247172,4584,242588
15,430584,247187,4599,242588
16,430674,247168,4580,242588
17,430763,247198,4610,242588
18,430853,247214,4626,242588
19,430943,247218,4630,242588
20,431032,247208,4620,242588
21,431122,247236,4648,242588
22,431212,247269,4681,242588
23,431301,247288,4700,242588
24,431391,247294,4706,242588
25,431481,247291,4703,242588
26,431570,247314,4726,242588
27,431660,247296,4708,242588
28,431750,247285,4697,242588
29,431839,247316,4728,242588
30,431929,247349,4761,242588
31,432019,247343,4755,242588
32,432108,247324,4736,242588
33,432198,247348,4760,242588
34,432288,247315,4727,242588
35,432377,247345,4757,242588
36,432467,247371,4783,242588
37,432556,247401,4813,242588
38,432646,247412,4824,242588
39,432736,247447,4859,242588
40,432825,247478,4890,242588
41,432915,247524,4936,242588
42,433005,247551,4963,242588
43,433094,247522,4934,242588
44,433184,247520,4932,242588
45,433274,247487,4899,242588
46,433363,247429,4841,242588
47,433453,247459,4871,242588
48,433543,247438,4850,242588
49,433632,247411,4823,242588
50,433722,247413,4825,242588
51,433812,247362,4774,242588
52,433901,247319,4731,242588
53,433991,247325,4737,242588
54,434081,247307,4719,242588
55,434170,247309,4721,242588
56,434260,247361,4773,242588
57,434350,247373,4785,242588
58,434439,247329,4741,242588
59,434529,247380,4792,242588
60,434619,247390,4802,242588
61,434708,247437,4849,242588
62,434798,247452,4864,242588
63,434887,247444,4856,242588
64,434977,247471,4883,242588
65,435067,247514,4926,242588
66,435156,247510,4922,242588
67,435246,247497,4909,242588
68,435336,247483,4895,242588
69,435425,247415,4827,242588
70,435515,247394,4806,242588
71,435605,247359,4771,242588
72,435694,247334,4746,242588
73,435784,247288,4700,242588
74,435874,247320,4732,242588
75,435963,247319,4731,242588
76,436053,247312,4724,242588
77,436143,247303,4715,242588
78,436232,247312,4724,242588
79,436322,247291,4703,242588
80,436412,247294,4706,242588
81,436501,247291,4703,242588
82,436591,247261,4673,242588
83,436681,247275,4687,242588
84,436770,247265,4677,242588
85,436860,247278,4690,242588
86,436950,247322,4734,242588
87,437039,247349,4761,242588
88,437129,247337,4749,242588
89,437219,247351,4763,242588
90,437308,247378,4790,242588
91,437398,247395,4807,242588
92,437487,247425,4837,242588
93,437577,247443,4855,242588
94,437667,247458,4870,242588
95,437756,247500,4912,242588
96,437846,247555,4967,242588
97,437936,247562,4974,242588
98,438025,247548,4960,242588
99,438115,247546,4958,242588
100,438205,247581,4993,242588
