sample_idx,time_ms,raw,delta_raw,zero_raw
1,532636,237382,-5206,242588
2,532700,237349,-5239,242588
3,532790,237353,-5235,242588
4,532879,237346,-5242,242588
5,532969,237296,-5292,242588
6,533058,237288,-5300,242588
7,533148,237284,-5304,242588
8,533238,237259,-5329,242588
9,533327,237291,-5297,242588
10,533417,237315,-5273,242588
11,533507,237329,-5259,242588
12,533596,237312,-5276,242588
13,533686,237277,-5311,242588
14,533776,237287,-5301,242588
15,533865,237279,-5309,242588
16,533955,237225,-5363,242588
17,534045,237193,-5395,242588
18,534134,237140,-5448,242588
19,534224,237101,-5487,242588
20,534314,237109,-5479,242588
21,534403,237091,-5497,242588
22,534493,237048,-5540,242588
23,534583,237046,-5542,242588
24,534672,237019,-5569,242588
25,534762,237037,-5551,242588
26,534852,237051,-5537,242588
27,534941,237045,-5543,242588
28,535031,237009,-5579,242588
29,535120,236975,-5613,242588
30,535210,236969,-5619,242588
31,535300,236987,-5601,242588
32,535389,236963,-5625,242588
33,535479,236940,-5648,242588
34,535569,236931,-5657,242588
35,535658,236956,-5632,242588
36,535748,236924,-5664,242588
37,535838,236966,-5622,242588
38,535927,236995,-5593,242588
39,536017,237010,-5578,242588
40,536107,237069,-5519,242588
41,536196,237058,-5530,242588
42,536286,237026,-5562,242588
43,536376,237052,-5536,242588
44,536465,237053,-5535,242588
45,536555,237069,-5519,242588
46,536645,237072,-5516,242588
47,536734,237049,-5539,242588
48,536824,237088,-5500,242588
49,536914,237068,-5520,242588
50,537003,237079,-5509,242588
51,537093,237132,-5456,242588
52,537183,237142,-5446,242588
53,537272,237208,-5380,242588
54,537362,237308,-5280,242588
55,537451,237349,-5239,242588
56,537541,237360,-5228,242588
57,537631,237384,-5204,242588
58,537720,237435,-5153,242588
59,537810,237474,-5114,242588
60,537900,237547,-5041,242588
61,537989,237561,-5027,242588
62,538079,237583,-5005,242588
63,538169,237619,-4969,242588
64,538258,237645,-4943,242588
65,538348,237681,-4907,242588
66,538438,237666,-4922,242588
67,538527,237654,-4934,242588
68,538617,237706,-4882,242588
69,538707,237772,-4816,242588
70,538796,237780,-4808,242588
71,538886,237775,-4813,242588
72,538976,237842,-4746,242588
73,539065,237896,-4692,242588
74,539155,237933,-4655,242588
75,539245,237935,-4653,242588
76,539334,237929,-4659,242588
77,539424,237935,-4653,242588
78,539514,237973,-4615,242588
79,539603,237944,-4644,242588
80,539693,237894,-4694,242588
81,539783,237879,-4709,242588
82,539872,237848,-4740,242588
83,539962,237854,-4734,242588
84,540051,237859,-4729,242588
85,540141,237877,-4711,242588
86,540231,237885,-4703,242588
87,540320,237905,-4683,242588
88,540410,237933,-4655,242588
89,540500,238004,-4584,242588
90,540589,238077,-4511,242588
91,540679,238092,-4496,242588
92,540769,238140,-4448,242588
93,540858,238149,-4439,242588
94,540948,238174,-4414,242588
95,541038,238175,-4413,242588
96,541127,238222,-4366,242588
97,541217,238240,-4348,242588
98,541307,238234,-4354,242588
99,541396,238291,-4297,242588
100,541486,238329,-4259,242588
