sample_idx,time_ms,raw,delta_raw,zero_raw
1,246293,256594,14006,242588
2,246344,256572,13984,242588
3,246434,256582,13994,242588
4,246524,256593,14005,242588
5,246613,256603,14015,242588
6,246703,256612,14024,242588
7,246793,256580,13992,242588
8,246882,256620,14032,242588
9,246972,256620,14032,242588
10,247061,256618,14030,242588
11,247151,256583,13995,242588
12,247241,256596,14008,242588
13,247330,256610,14022,242588
14,247420,256616,14028,242588
15,247510,256584,13996,242588
16,247599,256545,13957,242588
17,247689,256541,13953,242588
18,247779,256543,13955,242588
19,247868,256506,13918,242588
20,247958,256483,13895,242588
21,248048,256458,13870,242588
22,248137,256464,13876,242588
23,248227,256477,13889,242588
24,248317,256433,13845,242588
25,248406,256414,13826,242588
26,248496,256399,13811,242588
27,248586,256383,13795,242588
28,248675,256369,13781,242588
29,248765,256333,13745,242588
30,248854,256357,13769,242588
31,248944,256331,13743,242588
32,249034,256318,13730,242588
33,249123,256300,13712,242588
34,249213,256303,13715,242588
35,249303,256249,13661,242588
36,249392,256254,13666,242588
37,249482,256228,13640,242588
38,249572,256178,13590,242588
39,249661,256137,13549,242588
40,249751,256127,13539,242588
41,249841,256106,13518,242588
42,249930,256084,13496,242588
43,250020,256110,13522,242588
44,250110,256127,13539,242588
45,250199,256080,13492,242588
46,250289,256078,13490,242588
47,250378,256066,13478,242588
48,250468,256035,13447,242588
49,250558,256082,13494,242588
50,250647,256096,13508,242588
51,250737,256060,13472,242588
52,250827,256046,13458,242588
53,250916,256039,13451,242588
54,251006,255973,13385,242588
55,251096,255942,13354,242588
56,251185,255916,13328,242588
57,251275,255839,13251,242588
58,251365,255805,13217,242588
59,251454,255765,13177,242588
60,251544,255718,13130,242588
61,251633,255664,13076,242588
62,251723,255638,13050,242588
63,251813,255587,12999,242588
64,251902,255518,12930,242588
65,251992,255486,12898,242588
66,252082,255434,12846,242588
67,252171,255371,12783,242588
68,252261,255311,12723,242588
69,252351,255303,12715,242588
70,252440,255300,12712,242588
71,252530,255299,12711,242588
72,252620,255323,12735,242588
73,252709,255386,12798,242588
74,252799,255426,12838,242588
75,252889,255436,12848,242588
76,252978,255417,12829,242588
77,253068,255401,12813,242588
78,253157,255436,12848,242588
79,253247,255435,12847,242588
80,253337,255405,12817,242588
81,253426,255367,12779,242588
82,253516,255355,12767,242588
83,253606,255340,12752,242588
84,253695,255314,12726,242588
85,253785,255351,12763,242588
86,253875,255350,12762,242588
87,253964,255344,12756,242588
88,254054,255346,12758,242588
89,254144,255341,12753,242588
90,254233,255337,12749,242588
91,254323,255379,12791,242588
92,254413,255396,12808,242588
93,254502,255425,12837,242588
94,254592,255435,12847,242588
95,254682,255454,12866,242588
96,254771,255516,12928,242588
97,254861,255562,12974,242588
98,254950,255618,13030,242588
99,255040,255628,13040,242588
100,255130,255632,13044,242588
