sample_idx,time_ms,raw,delta_raw,zero_raw
1,302066,265142,22554,242588
2,302106,265165,22577,242588
3,302196,265183,22595,242588
4,302286,265184,22596,242588
5,302375,265211,22623,242588
6,302465,265291,22703,242588
7,302555,265345,22757,242588
8,302644,265393,22805,242588
9,302734,265454,22866,242588
10,302824,265510,22922,242588
11,302913,265552,22964,242588
12,303003,265554,22966,242588
13,303093,265548,22960,242588
14,303182,265564,22976,242588
15,303272,265609,23021,242588
16,303362,265584,22996,242588
17,303451,265574,22986,242588
18,303541,265568,22980,242588
19,303631,265527,22939,242588
20,303720,265452,22864,242588
21,303810,265425,22837,242588
22,303899,265368,22780,242588
23,303989,265344,22756,242588
24,304079,265330,22742,242588
25,304168,265355,22767,242588
26,304258,265388,22800,242588
27,304348,265424,22836,242588
28,304437,265435,22847,242588
29,304527,265406,22818,242588
30,304617,265426,22838,242588
31,304706,265433,22845,242588
32,304796,265436,22848,242588
33,304886,265436,22848,242588
34,304975,265471,22883,242588
35,305065,265497,22909,242588
36,305155,265503,22915,242588
37,305244,265503,22915,242588
38,305334,265518,22930,242588
39,305424,265518,22930,242588
40,305513,265548,22960,242588
41,305603,265599,23011,242588
42,305693,265610,23022,242588
43,305782,265614,23026,242588
44,305872,265584,22996,242588
45,305962,265581,22993,242588
46,306051,265547,22959,242588
47,306141,265571,22983,242588
48,306230,265517,22929,242588
49,306320,265498,22910,242588
50,306410,265471,22883,242588
51,306499,265464,22876,242588
52,306589,265461,22873,242588
53,306679,265456,22868,242588
54,306768,265435,22847,242588
55,306858,265443,22855,242588
56,306948,265478,22890,242588
57,307037,265512,22924,242588
58,307127,265470,22882,242588
59,307217,265451,22863,242588
60,307306,265456,22868,242588
61,307396,265411,22823,242588
62,307486,265421,22833,242588
63,307575,265442,22854,242588
64,307665,265468,22880,242588
65,307755,265465,22877,242588
66,307844,265422,22834,242588
67,307934,265432,22844,242588
68,308024,265430,22842,242588
69,308113,265364,22776,242588
70,308203,265347,22759,242588
71,308292,265312,22724,242588
72,308382,265262,22674,242588
73,308472,265230,22642,242588
74,308561,265219,22631,242588
75,308651,265185,22597,242588
76,308741,265136,22548,242588
77,308830,265069,22481,242588
78,308920,265057,22469,242588
79,309010,265061,22473,242588
80,309099,265052,22464,242588
81,309189,265051,22463,242588
82,309279,265063,22475,242588
83,309368,265066,22478,242588
84,309458,265122,22534,242588
85,309548,265087,22499,242588
86,309637,265098,22510,242588
87,309727,265086,22498,242588
88,309817,265063,22475,242588
89,309906,265108,22520,242588
90,309996,265125,22537,242588
91,310085,265163,22575,242588
92,310175,265208,22620,242588
93,310265,265210,22622,242588
94,310354,265257,22669,242588
95,310444,265270,22682,242588
96,310534,265272,22684,242588
97,310623,265228,22640,242588
98,310713,265157,22569,242588
99,310803,265154,22566,242588
100,310892,265135,22547,242588
